divname,divrating,plusminus,season,teamid,teamname,type,year,observed_ratings
4/3 Div 1,1700.0,-1.66666666667,Fall,28962,GrassBurner Harvest,Club,2009,1600.0
4/3 Div 1,1700.0,-0.428571428571,Fall,28971,Lobster,Club,2009,1674.28571429
4/3 Div 1,1700.0,-0.833333333333,Fall,28933,Pulled Pork,Club,2009,1650.0
4/3 Div 1,1700.0,1.83333333333,Fall,28941,The Animals,Club,2009,1810.0
4/3 Div 1,1700.0,2.33333333333,Fall,28949,Topless Pillow Fight,Club,2009,1840.0
4/3 Div 1,1700.0,2.83333333333,Fall,28977,Werewolf Bar Mitzvah,Club,2009,1870.0
4/3 Div 1,1700.0,-2.16666666667,Fall,28963,Zippy,Club,2009,1570.0
4/3 Div 2,1300.0,-1.0,Fall,28936,123 Frisbee,Club,2009,1240.0
4/3 Div 2,1300.0,0.0,Fall,28928,After You,Club,2009,1300.0
4/3 Div 2,1300.0,-10.0,Fall,28957,Deadliest Catch,Club,2009,700.0
4/3 Div 2,1300.0,0.0,Fall,28969,Fetch Light,Club,2009,1300.0
4/3 Div 2,1300.0,0.0,Fall,28960,JHOP (Joys House of Pancakes),Club,2009,1300.0
4/3 Div 2,1300.0,-3.4,Fall,28964,JP House of Frisbee,Club,2009,1096.0
4/3 Div 2,1300.0,0.666666666667,Fall,28939,Live Poultry Fresh Killed,Club,2009,1340.0
4/3 Div 2,1300.0,7.375,Fall,28975,Maverick,Club,2009,1742.5
4/3 Div 2,1300.0,-1.0,Fall,28987,One Trick Pony,Club,2009,1240.0
4/3 Div 2,1300.0,3.28571428571,Fall,28970,Skoosh,Club,2009,1497.14285714
4/3 Div 2,1300.0,-2.0,Fall,28958,Stack to the Future Part 2,Club,2009,1180.0
4/3 Div 2,1300.0,0.666666666667,Fall,28952,The Rebel Alliance,Club,2009,1340.0
4/3 Div 2,1300.0,4.66666666667,Fall,28972,XXY,Club,2009,1580.0
4/3 Div 3,900.0,-13.0,Fall,28984,Biohazards,Club,2009,120.0
4/3 Div 3,900.0,1.16666666667,Fall,28943,Fall Dirt,Club,2009,970.0
4/3 Div 3,900.0,-5.0,Fall,28968,Huck Buddies,Club,2009,600.0
4/3 Div 3,900.0,-5.0,Fall,28931,It's a Trap,Club,2009,600.0
4/3 Div 3,900.0,5.5,Fall,28953,Moosehead Cowpokes,Club,2009,1230.0
4/3 Div 3,900.0,-9.5,Fall,28938,Saucony,Club,2009,330.0
4/3 Div 3,900.0,2.28571428571,Fall,28986,TBD aka Clubber Lang,Club,2009,1037.14285714
4/3 Div 3,900.0,10.8333333333,Fall,28954,Thats What She Said,Club,2009,1550.0
4/3 Div 3,900.0,1.71428571429,Fall,28932,The Deciders,Club,2009,1002.85714286
4/3 Div 3,900.0,-0.857142857143,Fall,28945,THEM!,Club,2009,848.571428571
4/3 Div 3,900.0,2.8,Fall,28947,Toads,Club,2009,1068.0
Open Div 1,1300.0,6.85714285714,Fall,28940,Just the Tip,Club,2009,1711.42857143
Open Div 1,1300.0,-0.285714285714,Fall,28966,Longshanks,Club,2009,1282.85714286
Open Div 1,1300.0,3.66666666667,Fall,28988,RoboCo-op,Club,2009,1520.0
Open Div 1,1300.0,0.0,Fall,28961,Tron FC,Club,2009,1300.0
Open Div 1,1300.0,2.2,Fall,28935,WiPPs All-Stars 2009,Club,2009,1432.0
Open Div 2,1100.0,-4.5,Fall,28948,Concrete Jungle,Club,2009,830.0
Open Div 2,1100.0,5.0,Fall,28950,Her Middle Name Is Boom,Club,2009,1400.0
Open Div 2,1100.0,-5.14285714286,Fall,28937,LUST,Club,2009,791.428571428
Open Div 2,1100.0,-7.33333333333,Fall,28951,Olin College Flying Franks,Club,2009,660.0
JP Coed,0.0,3.83333333333,Fall,29001,Lox in Space (11),Hat,2009,230.0
JP Coed,0.0,-1.5,Fall,29002,Under 12 Parsecs (12),Hat,2009,-90.0
JP Coed,0.0,0.833333333333,Fall,29003,Battlestar GBlacktica (13),Hat,2009,50.0
JP Coed,0.0,-1.6,Fall,29004,Huck Long And Prosper (14),Hat,2009,-96.0
JP Coed,0.0,-6.5,Fall,29005,space junk in the trunk (15),Hat,2009,-390.0
JP Coed,0.0,-3.2,Fall,29006,Grey Unknown (16),Hat,2009,-192.0
JP Coed,0.0,0.5,Fall,29007,Disc Space Invaders (17),Hat,2009,30.0
JP Coed,0.0,6.83333333333,Fall,29008,AstroTurf (18),Hat,2009,410.0
JP Mixed (4/3),0.0,-5.0,Fall,28991,Pigs in Space FhL09 (1),Hat,2009,-300.0
JP Mixed (4/3),0.0,1.5,Fall,28992,Spatial Relations (2),Hat,2009,90.0
JP Mixed (4/3),0.0,4.83333333333,Fall,28993,Maroon Around Uranus (3),Hat,2009,290.0
JP Mixed (4/3),0.0,0.5,Fall,28994,Throwme One Kenobi (4),Hat,2009,30.0
JP Mixed (4/3),0.0,3.0,Fall,28995,Gravitational Pull (5),Hat,2009,180.0
JP Mixed (4/3),0.0,0.8,Fall,28996,Force Field (6),Hat,2009,48.0
JP Mixed (4/3),0.0,4.0,Fall,28997,Drunk in Space (7),Hat,2009,240.0
JP Mixed (4/3),0.0,-8.6,Fall,28998,Mars Astacks (8),Hat,2009,-516.0
JP Mixed (4/3),0.0,-1.16666666667,Fall,28999,Little Green People  (9),Hat,2009,-70.0000000002
JP Mixed (4/3),0.0,-0.8,Fall,29000,Callahan Solo (10),Hat,2009,-48.0
Lexington Coed (5/2) Weeknight,0.0,0.2,Fall,29009,Stack of Kahn (19),Hat,2009,12.0
Lexington Coed (5/2) Weeknight,0.0,3.25,Fall,29010,Tornado Sunset (20),Hat,2009,195.0
Lexington Coed (5/2) Weeknight,0.0,1.8,Fall,29011,Stephen Hucking (21),Hat,2009,108.0
Lexington Coed (5/2) Weeknight,0.0,-3.0,Fall,29012,Beige Matter (22),Hat,2009,-180.0
Lexington Coed (5/2) Weeknight,0.0,-1.2,Fall,29013,UFD (23),Hat,2009,-72.0
Lexington Coed (5/2) Weeknight,0.0,0.8,Fall,29015,Borg (25),Hat,2009,48.0
Lexington Coed (5/2) Weeknight,0.0,-4.2,Fall,29016,Space Dog (26),Hat,2009,-252.0
Waltham Coed,0.0,-8.4,Fall,29017,Hucking Moon Rocks (27),Hat,2009,-504.0
Waltham Coed,0.0,-5.0,Fall,29018,To Boldly Throw (28),Hat,2009,-300.0
Waltham Coed,0.0,6.75,Fall,29019,R2DU (29),Hat,2009,405.0
Waltham Coed,0.0,7.8,Fall,29020,Squat and Hover (30),Hat,2009,468.0
Waltham Coed,0.0,1.75,Fall,29021,Wrath of the RedShirts (31),Hat,2009,105.0
Waltham Coed,0.0,3.6,Fall,29022,Huck Rogers (32),Hat,2009,216.0
Waltham Coed,0.0,0.0,Fall,29023,Spocks Army (33),Hat,2009,0.0
Waltham Coed,0.0,-4.8,Fall,29024,Pickles In Space (34),Hat,2009,-288.0
4/3 Div 1,1800.0,-3.0,Summer,28077,BBN,Club,2009,1620.0
4/3 Div 1,1800.0,-0.5,Summer,28139,Capture The Dream,Club,2009,1770.0
4/3 Div 1,1800.0,0.75,Summer,28092,Elephantitus,Club,2009,1845.0
4/3 Div 1,1800.0,2.8,Summer,28153,Flowchart,Club,2009,1968.0
4/3 Div 1,1800.0,0.888888888889,Summer,28164,GoThrilla,Club,2009,1853.33333333
4/3 Div 1,1800.0,1.78947368421,Summer,28112,GrassBurner,Club,2009,1907.36842105
4/3 Div 1,1800.0,5.08333333333,Summer,28107,Lemoneers,Club,2009,2105.0
4/3 Div 1,1800.0,6.09090909091,Summer,28168,Swingers,Club,2009,2165.45454545
4/3 Div 1,1800.0,-0.25,Summer,28145,Wuwu,Club,2009,1785.0
4/3 Div 2,1400.0,-2.33333333333,Summer,28103,Anteaters,Club,2009,1260.0
4/3 Div 2,1400.0,0.285714285714,Summer,28081,Double Run,Club,2009,1417.14285714
4/3 Div 2,1400.0,-1.33333333333,Summer,28099,Fetch,Club,2009,1320.0
4/3 Div 2,1400.0,2.65217391304,Summer,28105,JHOP (Joys House Of Pancakes),Club,2009,1559.13043478
4/3 Div 2,1400.0,-2.5,Summer,28080,JP House of Frisbee,Club,2009,1250.0
4/3 Div 2,1400.0,1.55,Summer,28095,Live Poultry Fresh Killed,Club,2009,1493.0
4/3 Div 2,1400.0,-0.909090909091,Summer,28190,Merge,Club,2009,1345.45454545
4/3 Div 2,1400.0,-2.2,Summer,28140,skoosh,Club,2009,1268.0
4/3 Div 2,1400.0,5.29411764706,Summer,28041,Store Bought Dirt,Club,2009,1717.64705882
4/3 Div 2,1400.0,-2.5625,Summer,28201,Suckwagon,Club,2009,1246.25
4/3 Div 2,1400.0,-0.625,Summer,28211,Woo-town Clan,Club,2009,1362.5
4/3 Div 3,1000.0,4.5,Summer,28093,123 Frisbee,Club,2009,1270.0
4/3 Div 3,1000.0,-2.86956521739,Summer,28089,Aunt Jomamas Cinderella Story,Club,2009,827.826086957
4/3 Div 3,1000.0,0.625,Summer,28159,Baboon Heart,Club,2009,1037.5
4/3 Div 3,1000.0,-2.2,Summer,28094,Huck Buddies,Club,2009,868.0
4/3 Div 3,1000.0,-0.571428571429,Summer,28196,Ice Road Huckers,Club,2009,965.714285714
4/3 Div 3,1000.0,-2.63636363636,Summer,28111,SAUCONY,Club,2009,841.818181818
4/3 Div 3,1000.0,-1.57142857143,Summer,28193,tbd,Club,2009,905.714285714
4/3 Div 3,1000.0,-4.66666666667,Summer,28113,The Stack That Smiles Back,Club,2009,720.0
5/2 Div 1,1700.0,0.5,Summer,28110,A Star Laden Ultimate Team,Club,2009,1730.0
5/2 Div 1,1700.0,4.11764705882,Summer,28160,Black and Blue,Club,2009,1947.05882353
5/2 Div 1,1700.0,1.63636363636,Summer,28186,Boston Molassacre,Club,2009,1798.18181818
5/2 Div 1,1700.0,0.8,Summer,28163,Demons,Club,2009,1748.0
5/2 Div 1,1700.0,5.11111111111,Summer,28100,Fresh to Death,Club,2009,2006.66666667
5/2 Div 1,1700.0,-6.0,Summer,28130,Funnel Cake,Club,2009,1340.0
5/2 Div 1,1700.0,-3.45454545455,Summer,28166,Hucky McThrowandCatch,Club,2009,1492.72727273
5/2 Div 1,1700.0,3.54545454545,Summer,28147,Pandamonium,Club,2009,1912.72727273
5/2 Div 1,1700.0,-2.9,Summer,28205,Sketchy,Club,2009,1526.0
5/2 Div 1,1700.0,5.09090909091,Summer,28173,Stonecutters,Club,2009,2005.45454545
5/2 Div 1,1700.0,0.818181818182,Summer,28090,Teenage Cavemen,Club,2009,1749.09090909
5/2 Div 1,1700.0,3.3,Summer,28165,Wey-Hi,Club,2009,1898.0
5/2 Div 2,1300.0,-5.0,Summer,28138,1412 Beacon,Club,2009,1000.0
5/2 Div 2,1300.0,-3.0,Summer,28195,Dogfish Head,Club,2009,1120.0
5/2 Div 2,1300.0,2.75,Summer,28149,Eat Club,Club,2009,1465.0
5/2 Div 2,1300.0,2.69230769231,Summer,28148,Get Flat Ultimate,Club,2009,1461.53846154
5/2 Div 2,1300.0,2.09090909091,Summer,28214,Globster,Club,2009,1425.45454545
5/2 Div 2,1300.0,-5.75,Summer,28171,Huckaneers,Club,2009,955.0
5/2 Div 2,1300.0,-5.25,Summer,28216,Hustle and Flow,Club,2009,985.0
5/2 Div 2,1300.0,0.285714285714,Summer,28141,Nipmuc Alumni,Club,2009,1317.14285714
5/2 Div 2,1300.0,-5.6,Summer,28167,"Swill, Mill, Grill",Club,2009,964.0
5/2 Div 2,1300.0,-1.66666666667,Summer,28187,Tubbs,Club,2009,1200.0
5/2 Div 2,1300.0,3.23076923077,Summer,28098,WHUF Return of the Mole,Club,2009,1493.84615385
5/2 Div 3,900.0,0.375,Summer,28188,DraGons,Club,2009,922.5
5/2 Div 3,900.0,1.04761904762,Summer,28097,Flying Salsa,Club,2009,962.857142857
5/2 Div 3,900.0,3.1875,Summer,28079,Granite State Grass Stains,Club,2009,1091.25
5/2 Div 3,900.0,0.266666666667,Summer,28185,Hungry Hippos,Club,2009,916.0
5/2 Div 3,900.0,-0.307692307692,Summer,28174,JuJu Hex,Club,2009,881.538461538
5/2 Div 3,900.0,1.94444444444,Summer,28161,Killer Bees,Club,2009,1016.66666667
5/2 Div 3,900.0,-0.461538461538,Summer,28106,MOB,Club,2009,872.307692308
5/2 Div 3,900.0,1.84615384615,Summer,28091,Pen Fifteen Club,Club,2009,1010.76923077
5/2 Div 3,900.0,-0.533333333333,Summer,28102,Porkbellies,Club,2009,868.0
5/2 Div 3,900.0,0.833333333333,Summer,28126,Rabbit Disk,Club,2009,950.0
5/2 Div 3,900.0,4.72222222222,Summer,27166,Spam,Club,2009,1183.33333333
5/2 Div 3,900.0,-3.46153846154,Summer,28078,Spawning Alewives,Club,2009,692.307692308
5/2 Div 3,900.0,-0.6,Summer,28741,The Castaways,Club,2009,864.0
5/2 Div 3,900.0,-1.06666666667,Summer,28101,The Deciders,Club,2009,836.0
5/2 Div 3,900.0,-3.29411764706,Summer,28073,THEM!,Club,2009,702.352941176
5/2 Div 3,900.0,1.5,Summer,28096,Toads,Club,2009,990.0
5/2 Div 3,900.0,3.69230769231,Summer,28213,Ultimate Showdown,Club,2009,1121.53846154
5/2 Div 3,900.0,-4.54545454545,Summer,28076,WolfGang,Club,2009,627.272727273
5/2 Div 4,800.0,-7.22222222222,Summer,28215,Disc-Functional,Club,2009,366.666666667
5/2 Div 4,800.0,-9.7,Summer,28194,Eat It Live,Club,2009,218.0
Open Div 1,1400.0,0.0,Summer,28169,Clusterhuck,Club,2009,1400.0
Open Div 1,1400.0,2.86666666667,Summer,28109,Crossroads,Club,2009,1572.0
Open Div 1,1400.0,4.08333333333,Summer,28114,Drunken Clams,Club,2009,1645.0
Open Div 1,1400.0,4.55555555556,Summer,28123,Hammered,Club,2009,1673.33333333
Open Div 1,1400.0,4.75,Summer,28170,Savage Strike,Club,2009,1685.0
Open Div 1,1400.0,1.6,Summer,28154,The Doids,Club,2009,1496.0
Open Div 1,1400.0,-0.625,Summer,28230,Tufts Elephant Men,Club,2009,1362.5
Open Div 1,1400.0,-0.6875,Summer,28072,WiPPs,Club,2009,1358.75
Open Div 2,1200.0,-11.2222222222,Summer,28142,Cool Runnings,Club,2009,526.666666668
Open Div 2,1200.0,-8.42857142857,Summer,28175,Deadliest Catch,Club,2009,694.285714286
Open Div 2,1200.0,-2.84615384615,Summer,28162,Flying Jackalopes,Club,2009,1029.23076923
Open Div 2,1200.0,5.13333333333,Summer,28070,Gang Green,Club,2009,1508.0
Open Div 2,1200.0,-9.33333333333,Summer,28223,Holliston LevasseuRaptors,Club,2009,640.0
Open Div 2,1200.0,-1.0,Summer,28192,Jayhawks,Club,2009,1140.0
Open Div 2,1200.0,-4.33333333333,Summer,28172,Jiggy wiv Mr Biggy,Club,2009,940.0
Open Div 2,1200.0,-0.636363636364,Summer,28144,MuDogs,Club,2009,1161.81818182
Open Div 2,1200.0,3.15384615385,Summer,28191,Red Ravens,Club,2009,1389.23076923
Open Div 2,1200.0,6.53846153846,Summer,28146,RoboCo-op,Club,2009,1592.30769231
Open Div 2,1200.0,-3.875,Summer,28189,Scoober Steve,Club,2009,967.5
Open Div 2,1200.0,-3.1,Summer,28212,Space Coyotes,Club,2009,1014.0
Metro Coed,0.0,3.0,Summer,28770,Rated Arrrr (9),Hat,2009,180.0
Metro Coed,0.0,-1.375,Summer,28771,Ninjaaarrrrgh! (10),Hat,2009,-82.5
Metro Coed,0.0,1.375,Summer,28772,Elektra (11),Hat,2009,82.5
Metro Coed,0.0,-3.125,Summer,28773,Chuck Naaarrris (12),Hat,2009,-187.5
Metro Coed,0.0,6.125,Summer,28774,Teenage Mutant Ninja Purples (13),Hat,2009,367.5
Metro Coed,0.0,-3.625,Summer,28775,Buccaneer Banzai (14),Hat,2009,-217.5
Metro Coed,0.0,1.0,Summer,28776,Orange Jitsu (15),Hat,2009,60.0
Metro Coed,0.0,-2.28571428571,Summer,28777,Booty Zone (16),Hat,2009,-137.142857143
Metro Coed,0.0,-7.57142857143,Summer,28778,Marooned (17),Hat,2009,-454.285714286
Metro Coed,0.0,-2.25,Summer,28779,United Pirate Service UPS (18),Hat,2009,-135.0
Metro Coed,0.0,4.0,Summer,28780,Shiver Me Frisbees (19),Hat,2009,240.0
Metro Coed,0.0,5.14285714286,Summer,28781,Mutineers (20),Hat,2009,308.571428572
Metro Mixed (4/3),0.0,1.5,Summer,28762,Whose Disc aRRRRRRRRRRRRR Disc (1),Hat,2009,90.0
Metro Mixed (4/3),0.0,0.25,Summer,28763,Crouching Parrot Hidden Booty (2),Hat,2009,15.0
Metro Mixed (4/3),0.0,-3.71428571429,Summer,28764,Real Ultimate Power Dot Net (3),Hat,2009,-222.857142857
Metro Mixed (4/3),0.0,-2.71428571429,Summer,28765,Numb Hucks (4),Hat,2009,-162.857142857
Metro Mixed (4/3),0.0,-1.625,Summer,28766,Bluebeards Merry Huckaneers (5),Hat,2009,-97.5
Metro Mixed (4/3),0.0,3.75,Summer,28767,The Happy Hook arrrs (6),Hat,2009,225.0
Metro Mixed (4/3),0.0,5.85714285714,Summer,28768,Scurvy (7),Hat,2009,351.428571428
Metro Mixed (4/3),0.0,-3.85714285714,Summer,28769,Horde of the Hammer Aye (8),Hat,2009,-231.428571428
Newton Coed,0.0,-4.8,Summer,28872,Swashhucklers (21),Hat,2009,-288.0
Newton Coed,0.0,0.833333333333,Summer,28873,The Nunhucks (22),Hat,2009,50.0
Newton Coed,0.0,-4.4,Summer,28871,Real Ultimate Power (23),Hat,2009,-264.0
Newton Coed,0.0,1.2,Summer,28875,Buda Booty (24),Hat,2009,72.0
Newton Coed,0.0,7.16666666667,Summer,28874,Force Plank (25),Hat,2009,430.0
Newton Coed,0.0,-3.66666666667,Summer,28877,Throwing Stars (26),Hat,2009,-220.0
Newton Coed,0.0,-1.5,Summer,28876,NinjaPirate (27),Hat,2009,-90.0
JP Mixed (4/3),0.0,-2.0,Spring,27182,Crusty (1),Hat,2009,-120.0
JP Mixed (4/3),0.0,1.57142857143,Spring,27183,Orangutang (2),Hat,2009,94.2857142858
JP Mixed (4/3),0.0,-3.57142857143,Spring,27184,Three Ring Circus (3),Hat,2009,-214.285714286
JP Mixed (4/3),0.0,6.16666666667,Spring,27185,Bozo the Hostack (4),Hat,2009,370.0
JP Mixed (4/3),0.0,1.85714285714,Spring,27186,The Flying Graysons (5),Hat,2009,111.428571428
JP Mixed (4/3),0.0,-3.33333333333,Spring,27187,Brownum and Bailey (6),Hat,2009,-200.0
JP Mixed (4/3),0.0,3.0,Spring,27188,Sideshow (7),Hat,2009,180.0
JP Mixed (4/3),0.0,-4.66666666667,Spring,27189,The Gr8test Flow on Earth (8),Hat,2009,-280.0
JP Mixed (4/3),0.0,1.85714285714,Spring,27190,Huckin In Tents (9),Hat,2009,111.428571428
JP Mixed (4/3),0.0,-2.71428571429,Spring,27191,Balloon Animal Circus (10),Hat,2009,-162.857142857
JP Mixed (4/3),0.0,-4.28571428571,Spring,27192,Bloodthirsty Carnies (11),Hat,2009,-257.142857143
JP Mixed (4/3),0.0,5.57142857143,Spring,27193,Pickle Family Circus (12),Hat,2009,334.285714286
JP Mixed (4/3),0.0,3.0,Spring,27194,Bearded Lady and the Geeks (13),Hat,2009,180.0
JP Mixed (4/3),0.0,-1.71428571429,Spring,27195,FJ Doyles Flying Circus (14),Hat,2009,-102.857142857
JP Mixed (4/3),0.0,3.42857142857,Spring,27196,The Flying TrapPeaches (15),Hat,2009,205.714285714
JP Mixed (4/3),0.0,-0.714285714286,Spring,27197,Burn em and Baileys (16),Hat,2009,-42.8571428572
JP Mixed (4/3),0.0,-1.57142857143,Spring,27198,Huck You Clown (17),Hat,2009,-94.2857142858
JP Mixed (4/3),0.0,-4.71428571429,Spring,27199,Blade Throwers (18),Hat,2009,-282.857142857
JP Mixed (4/3),0.0,-3.42857142857,Spring,27200,No Talent Pass Clowns (19),Hat,2009,-205.714285714
JP Mixed (4/3),0.0,2.28571428571,Spring,27201,Clown for Ransom (20),Hat,2009,137.142857143
JP Mixed (4/3),0.0,-2.85714285714,Spring,27202,JamFace (21),Hat,2009,-171.428571428
JP Mixed (4/3),0.0,0.714285714286,Spring,27203,Carnival Hucksters (22),Hat,2009,42.8571428572
JP Mixed (4/3),0.0,5.14285714286,Spring,27204,Bearded LayD (23),Hat,2009,308.571428572
JP Mixed (4/3),0.0,0.428571428571,Spring,27205,Attack of the Clowns (24),Hat,2009,25.7142857143
Waltham Coed,0.0,6.75,Spring,27206,Circus Freaks (25),Hat,2009,405.0
Waltham Coed,0.0,11.0,Spring,27207,Cirque du Solayout (26),Hat,2009,660.0
Waltham Coed,0.0,3.0,Spring,27208,Elephants on Parade (27),Hat,2009,180.0
Waltham Coed,0.0,-1.4,Spring,27209,7 Clowns in a Volkswagen (28),Hat,2009,-84.0
Waltham Coed,0.0,-11.4,Spring,27210,Stackrobats (29),Hat,2009,-684.0
Waltham Coed,0.0,-0.5,Spring,27211,Elephant Junk (30),Hat,2009,-30.0
Waltham Coed,0.0,-0.75,Spring,27212,Clown Car (31),Hat,2009,-45.0
Waltham Coed,0.0,-3.5,Spring,27213,Circus Peanuts (32),Hat,2009,-210.0
Waltham Coed,0.0,-1.0,Spring,27214,Trap with Eze (33),Hat,2009,-60.0
Waltham Coed,0.0,-1.0,Spring,27215,Send in the Clowns (34),Hat,2009,-60.0
Waltham Coed,0.0,-3.0,Spring,27216,Freakshow (35),Hat,2009,-180.0
Waltham Coed,0.0,1.2,Spring,27217,Beards and Ladies with Beards (36),Hat,2009,72.0
Waltham Coed,0.0,-1.8,Spring,27218,Smoke and Mirrors (37),Hat,2009,-108.0
Waltham Coed,0.0,6.5,Spring,27219,Cirque Du So Layout (38),Hat,2009,390.0
Waltham Coed,0.0,-5.25,Spring,27220,Dump and Swingling Brothers (39),Hat,2009,-315.0
Waltham Coed,0.0,4.5,Spring,27221,Circus Peanuts! (40),Hat,2009,270.0
Milford Open,0.0,-3.14285714286,Winter,27013,Abominable Flowmen (7),Hat,2009,-188.571428572
Milford Open,0.0,-1.66666666667,Winter,27014,Phantom Cats (8),Hat,2009,-100.0
Milford Open,0.0,6.625,Winter,27015,No Proof (9),Hat,2009,397.5
Milford Open,0.0,-5.66666666667,Winter,27016,Abdominal Snowmen (10),Hat,2009,-340.0
Milford Open,0.0,-3.14285714286,Winter,27017,Huckwudgies (11),Hat,2009,-188.571428572
Milford Open,0.0,3.88888888889,Winter,27018,Big Foot Block (12),Hat,2009,233.333333333
Milford Open,0.0,-0.833333333333,Winter,27019,Alien Big Cats (13),Hat,2009,-50.0
Milford Open,0.0,-9.4,Winter,27020,CleatFoot (14),Hat,2009,-564.0
Milford Open,0.0,0.333333333333,Winter,27021,The Iceman Cometh (15),Hat,2009,20.0
Milford Open,0.0,7.0,Winter,27022,Cryptid Poachers (16),Hat,2009,420.0
Revere Open,0.0,4.66666666667,Winter,27007,Chupacabras (1),Hat,2009,280.0
Revere Open,0.0,1.33333333333,Winter,27008,Horstachio (2),Hat,2009,79.9999999998
Revere Open,0.0,3.0,Winter,27009,Huckapotamus (3),Hat,2009,180.0
Revere Open,0.0,-2.0,Winter,27010,Stack on Sasquatchewan (4),Hat,2009,-120.0
Revere Open,0.0,-2.0,Winter,27011,Huckin Hydras (5),Hat,2009,-120.0
Revere Open,0.0,-4.42857142857,Winter,27012,Turf Yeti (6),Hat,2009,-265.714285714
JP Coed,0.0,0.857142857143,Fall,26416,Hucking Lawn Darts (13),Hat,2008,51.4285714286
JP Coed,0.0,5.33333333333,Fall,26417,Erector Dysfunction (14),Hat,2008,320.0
JP Coed,0.0,-3.5,Fall,26418,Get the Lead Out (15),Hat,2008,-210.0
JP Coed,0.0,1.14285714286,Fall,26419,Choking Hazard (16),Hat,2008,68.5714285716
JP Coed,0.0,-0.714285714286,Fall,26420,Tonka Hucks (17),Hat,2008,-42.8571428572
JP Coed,0.0,-5.42857142857,Fall,26421,Teddy Huxpin (18),Hat,2008,-325.714285714
JP Coed,0.0,-2.0,Fall,26422,Cardboard Box (19),Hat,2008,-120.0
JP Coed,0.0,4.57142857143,Fall,26423,Flubber (20),Hat,2008,274.285714286
JP Mixed (4/3),0.0,-4.14285714286,Fall,26404,Huck 'em Chuck 'em Robots (1),Hat,2008,-248.571428572
JP Mixed (4/3),0.0,3.42857142857,Fall,26405,Connect Forehands (2),Hat,2008,205.714285714
JP Mixed (4/3),0.0,-4.0,Fall,26406,Slinky (3),Hat,2008,-240.0
JP Mixed (4/3),0.0,3.85714285714,Fall,26407,Mr Pootatohead (4),Hat,2008,231.428571428
JP Mixed (4/3),0.0,-1.0,Fall,26408,Discs sold separately (5),Hat,2008,-60.0
JP Mixed (4/3),0.0,-3.57142857143,Fall,26409,Squeezable Fun (6),Hat,2008,-214.285714286
JP Mixed (4/3),0.0,-0.428571428571,Fall,26410,Easy Break Ovens (7),Hat,2008,-25.7142857143
JP Mixed (4/3),0.0,-1.71428571429,Fall,26411,Silly Hucky (8),Hat,2008,-102.857142857
JP Mixed (4/3),0.0,-1.85714285714,Fall,26412,Hungry Huckin' Hippos (9),Hat,2008,-111.428571428
JP Mixed (4/3),0.0,1.42857142857,Fall,26413,We Stack Like Jenga (10),Hat,2008,85.7142857142
JP Mixed (4/3),0.0,5.85714285714,Fall,26414,Bag of Broken Glass (11),Hat,2008,351.428571428
JP Mixed (4/3),0.0,2.14285714286,Fall,26415,Radio Flyer (12),Hat,2008,128.571428572
Lexington Coed (5/2) Weeknight,0.0,5.16666666667,Fall,26424,Stack in the Box (21),Hat,2008,310.0
Lexington Coed (5/2) Weeknight,0.0,0.5,Fall,26425,My Little Poachies (22),Hat,2008,30.0
Lexington Coed (5/2) Weeknight,0.0,5.83333333333,Fall,26426,Hot Wheels (23),Hat,2008,350.0
Lexington Coed (5/2) Weeknight,0.0,-0.666666666667,Fall,26427,Hungry Hungry Huckers (24),Hat,2008,-40.0
Lexington Coed (5/2) Weeknight,0.0,-0.833333333333,Fall,26428,Batteries Not Included (25),Hat,2008,-50.0
Lexington Coed (5/2) Weeknight,0.0,-3.33333333333,Fall,26429,Made in China (26),Hat,2008,-200.0
Lexington Coed (5/2) Weeknight,0.0,-2.0,Fall,26430,Lay Me Out Elmo (27),Hat,2008,-120.0
Lexington Coed (5/2) Weeknight,0.0,-4.66666666667,Fall,26431,Connect Four (28),Hat,2008,-280.0
Waltham Coed,0.0,-5.33333333333,Fall,26432,Etch A Catch (29),Hat,2008,-320.0
Waltham Coed,0.0,7.5,Fall,26433,Pick Stack Throw (30),Hat,2008,450.0
Waltham Coed,0.0,2.16666666667,Fall,26434,Throwbots in Disguise (31),Hat,2008,130.0
Waltham Coed,0.0,-3.2,Fall,26435,Naked Barbie and Ken (32),Hat,2008,-192.0
Waltham Coed,0.0,-8.33333333333,Fall,26436,Lead Paint Recall (33),Hat,2008,-500.0
Waltham Coed,0.0,6.83333333333,Fall,26437,Hottt Wheelz (34),Hat,2008,410.0
Waltham Coed,0.0,1.2,Fall,26438,GI Flow (35),Hat,2008,72.0
Waltham Coed,0.0,-1.16666666667,Fall,26439,Potato Heads (36),Hat,2008,-70.0000000002
4/3 Div 1,1800.0,1.625,Summer,24724,BBN,Club,2008,1897.5
4/3 Div 1,1800.0,2.44444444444,Summer,24730,Capture The Dream,Club,2008,1946.66666667
4/3 Div 1,1800.0,-1.22222222222,Summer,24725,Eat Club,Club,2008,1726.66666667
4/3 Div 1,1800.0,5.8,Summer,24675,Elephantitus,Club,2008,2148.0
4/3 Div 1,1800.0,2.47368421053,Summer,24666,GrassBurner,Club,2008,1948.42105263
4/3 Div 1,1800.0,-1.71428571429,Summer,24689,Polaroid,Club,2008,1697.14285714
4/3 Div 1,1800.0,-2.66666666667,Summer,24714,Suckwagon,Club,2008,1640.0
