,divname,divrating,plusminus,season,teamid,teamname,type,year
1021,JP Mixed (4/3),0.0,3.14285714286,Spring,32891,Oreo Milkshake (6),Hat,2012
1022,JP Mixed (4/3),0.0,-5.57142857143,Spring,32892,Seven Lay Out Bar (7),Hat,2012
1023,JP Mixed (4/3),0.0,-2.0,Spring,32893,CutCake (8),Hat,2012
1024,JP Mixed (4/3),0.0,-3.16666666667,Spring,32894,Champagne Scoober Nova (9),Hat,2012
1025,JP Mixed (4/3),0.0,0.285714285714,Spring,32895,D Lime Pie (10),Hat,2012
1026,JP Mixed (4/3),0.0,1.16666666667,Spring,32896,Yellow Snow Cones (11),Hat,2012
1027,JP Mixed (4/3),0.0,-3.16666666667,Spring,32897,Huckleberry Cupcakes (12),Hat,2012
1028,JP Mixed (4/3),0.0,0.857142857143,Spring,32898,Discotti (13),Hat,2012
1029,JP Mixed (4/3),0.0,-4.85714285714,Spring,32899,Grapesicle (14),Hat,2012
1030,JP Mixed (4/3),0.0,3.28571428571,Spring,32900,Caramel Camel Cupcake Caravan (15),Hat,2012
1031,JP Mixed (4/3),0.0,2.28571428571,Spring,32901,Key Lime Sky (16),Hat,2012
1032,JP Mixed (4/3),0.0,5.57142857143,Spring,32902,Tealicious (17),Hat,2012
1033,JP Mixed (4/3),0.0,-2.85714285714,Spring,32903,Tart Slots (18),Hat,2012
1034,JP Mixed (4/3),0.0,2.28571428571,Spring,32904,Orange u glad we dont hve a name (19),Hat,2012
1035,JP Mixed (4/3),0.0,-1.71428571429,Spring,32905,Grasshopper Torte (20),Hat,2012
1036,JP Mixed (4/3),0.0,-6.0,Spring,32906,Double Stuf and Score (21),Hat,2012
1037,JP Mixed (4/3),0.0,3.28571428571,Spring,32907,Peep Show (22),Hat,2012
1038,JP Mixed (4/3),0.0,-0.571428571429,Spring,32908,Hot Date (23),Hat,2012
1039,JP Mixed (4/3),0.0,-1.57142857143,Spring,32909,Cuttin' Candy (24),Hat,2012
1040,Lexington Coed (5/2) Weekend,0.0,-5.0,Spring,32910,Creme Brulayout (25),Hat,2012
1041,Lexington Coed (5/2) Weekend,0.0,-3.28571428571,Spring,32911,Late Night Stack (26),Hat,2012
1042,Lexington Coed (5/2) Weekend,0.0,7.85714285714,Spring,32912,Apple Turnovers (27),Hat,2012
1043,Lexington Coed (5/2) Weekend,0.0,1.71428571429,Spring,32913,Flickerdoodles (28),Hat,2012
1044,Lexington Coed (5/2) Weekend,0.0,1.28571428571,Spring,32914,Hot Buttered Sloth (29),Hat,2012
1045,Lexington Coed (5/2) Weekend,0.0,-1.14285714286,Spring,32915,Orange Frosting Sugar Rush (30),Hat,2012
1046,Lexington Coed (5/2) Weekend,0.0,0.142857142857,Spring,32916,Mint Chocolate Strip (31),Hat,2012
1047,Lexington Coed (5/2) Weekend,0.0,-0.428571428571,Spring,32917, Foot blockava (32),Hat,2012
1048,Lexington Coed (5/2) Weekend,0.0,-3.16666666667,Spring,32918,Blueberry Sky (33),Hat,2012
1049,Lexington Coed (5/2) Weekend,0.0,1.83333333333,Spring,32919,Pineapple Upsidedown Fake (34),Hat,2012
1050,Northborough Open,0.0,-9.0,Winter,32783,discO fever (13),Hat,2012
1051,Northborough Open,0.0,-1.14285714286,Winter,32784,Yellow Fever (14),Hat,2012
1052,Northborough Open,0.0,-11.8,Winter,32785,Bluebonic Plague (15),Hat,2012
1053,Northborough Open,0.0,11.0,Winter,32786,Stupidemic (16),Hat,2012
1054,Northborough Open,0.0,2.5,Winter,32787,Teen Pregnancy Pact (17),Hat,2012
1055,Northborough Open,0.0,5.83333333333,Winter,32788,Painful White DiscCharge (18),Hat,2012
1056,Revere Open,0.0,-1.875,Winter,32771,The Love Bug (1),Hat,2012
1057,Revere Open,0.0,-0.857142857143,Winter,32772,Hepatitis D Hepatitis O (2),Hat,2012
1058,Revere Open,0.0,3.57142857143,Winter,32773,Black Death (3),Hat,2012
1059,Revere Open,0.0,-6.85714285714,Winter,32774,Linsanity (4),Hat,2012
1060,Revere Open,0.0,-4.0,Winter,32775,Scarlet Fever (5),Hat,2012
1061,Revere Open,0.0,5.28571428571,Winter,32776,Discentery (6),Hat,2012
1062,Revere Open,0.0,4.0,Winter,32777,Bieber Fever (7),Hat,2012
1063,Revere Open,0.0,0.875,Winter,32778,Blue Balls (8),Hat,2012
1064,Revere Open,0.0,5.57142857143,Winter,32779,Tebowmania (9),Hat,2012
1065,Revere Open,0.0,-2.42857142857,Winter,32780,Yellow Bieber Fever (10),Hat,2012
1066,Revere Open,0.0,-2.5,Winter,32781,InFlewEndZone (11),Hat,2012
1067,Revere Open,0.0,-0.25,Winter,32782,Huck1N1 (12),Hat,2012
1068,Northborough Open,0.0,0.3,Holiday,32434,Lava Flow (1),Hat,2011
1069,Northborough Open,0.0,-6.55555555556,Holiday,32435,Typhoon (2),Hat,2011
1070,Northborough Open,0.0,0.7,Holiday,32436,Godzilla (3),Hat,2011
1071,Northborough Open,0.0,5.44444444444,Holiday,32437,Avalanche (4),Hat,2011
1072,Revere Open,0.0,-1.5,Holiday,32438,HH and the Boston Molassacre (5),Hat,2011
1073,Revere Open,0.0,0.555555555556,Holiday,32439,Keiko and the Tsunamis (6),Hat,2011
1074,Revere Open,0.0,1.3,Holiday,32440,Kitten Tsunami (7),Hat,2011
1075,Revere Open,0.0,-2.66666666667,Holiday,32441,Red Cross Field Huck (8),Hat,2011
1076,Revere Open,0.0,6.7,Holiday,32444,Ice 9 (9),Hat,2011
1077,Revere Open,0.0,-2.9,Holiday,32445,The Flichter Scale (10),Hat,2011
1078,Revere Open,0.0,4.45454545455,Holiday,32599,An Inconvenient Turf (11),Hat,2011
1079,Revere Open,0.0,-6.0,Holiday,32600,12 Monkeys (12),Hat,2011
1080,4/3 Div 1,1700.0,3.28571428571,Fall,32286,Bear Cavalry,Club,2011
1081,4/3 Div 1,1700.0,1.0,Fall,32310,Blocktopus,Club,2011
1082,4/3 Div 1,1700.0,1.5,Fall,32289,Burning River,Club,2011
1083,4/3 Div 1,1700.0,-0.8,Fall,32315,Flowchart,Club,2011
1084,4/3 Div 1,1700.0,-5.75,Fall,32285,GrassBurner Harvest,Club,2011
1085,4/3 Div 1,1700.0,0.2,Fall,32317,Punchface Champion,Club,2011
1086,4/3 Div 1,1700.0,2.16666666667,Fall,32280,The Animals,Club,2011
1087,4/3 Div 1,1700.0,-0.8,Fall,32293,Topless Pillow Fight,Club,2011
1088,4/3 Div 2,1300.0,-3.25,Fall,32282,A Lil Bit Sticky,Club,2011
1089,4/3 Div 2,1300.0,-1.57142857143,Fall,32307,Autumn Bees,Club,2011
1090,4/3 Div 2,1300.0,0.4,Fall,32318,Blood Sweat and Beers,Club,2011
1091,4/3 Div 2,1300.0,0.6,Fall,32314,Double Agent,Club,2011
1092,4/3 Div 2,1300.0,6.0,Fall,32284,GTU,Club,2011
1093,4/3 Div 2,1300.0,-3.42857142857,Fall,32294,Love Handles,Club,2011
1094,4/3 Div 2,1300.0,4.88888888889,Fall,32288,LPFK,Club,2011
1095,4/3 Div 2,1300.0,0.0,Fall,32283,Rabblecaddy,Club,2011
1096,4/3 Div 2,1300.0,-1.71428571429,Fall,32304,Rebel Alliance,Club,2011
1097,4/3 Div 2,1300.0,2.57142857143,Fall,32316,Sketch,Club,2011
1098,4/3 Div 2,1300.0,-1.0,Fall,32302,skoosh,Club,2011
1099,4/3 Div 2,1300.0,-3.5,Fall,32584,The Bird is the Word,Club,2011
1100,4/3 Div 2,1300.0,-2.5,Fall,32281,Toads,Club,2011
1101,4/3 Div 2,1300.0,0.5,Fall,32303,Unicorns Capping Dreams,Club,2011
1102,4/3 Div 2,1300.0,-2.5,Fall,32267,Upstream,Club,2011
1103,4/3 Div 3,900.0,0.625,Fall,32292,123 Frisbee,Club,2011
1104,4/3 Div 3,900.0,4.5,Fall,32279,Fall Dirt,Club,2011
1105,4/3 Div 3,900.0,-6.0,Fall,32306,Huck Buddies,Club,2011
1106,4/3 Div 3,900.0,-6.33333333333,Fall,32297,It's a Trap,Club,2011
1107,4/3 Div 3,900.0,2.71428571429,Fall,32278,Moosehead Cowpokes,Club,2011
1108,4/3 Div 3,900.0,3.125,Fall,32319,Shark Lightning,Club,2011
1109,4/3 Div 3,900.0,2.0,Fall,32311,Stack to the Future,Club,2011
1110,4/3 Div 3,900.0,1.375,Fall,32299,Thats What She Said,Club,2011
1111,4/3 Div 3,900.0,2.125,Fall,32295,The Coasters,Club,2011
1112,4/3 Div 3,900.0,-5.71428571429,Fall,32290,THEM!,Club,2011
1113,4/3 Div 3,900.0,-4.57142857143,Fall,32313,Too Drunk to Fail,Club,2011
1114,4/3 Div 3,900.0,4.375,Fall,32277,Top Shelf,Club,2011
1115,4/3 Div 3,900.0,3.375,Fall,32291,Underwater Monkey Cowboys,Club,2011
1116,4/3 Div 3,900.0,-4.0,Fall,32287,WolfGang,Club,2011
1117,Open Div 1,1300.0,4.57142857143,Fall,32276,Black and BOOM,Club,2011
1118,Open Div 1,1300.0,1.2,Fall,32308,Concrete Jungle,Club,2011
1119,Open Div 1,1300.0,-3.83333333333,Fall,32574,I Thought She Was Legal,Club,2011
1120,Open Div 1,1300.0,1.66666666667,Fall,32570,Mill City Flatball,Club,2011
1121,Open Div 1,1300.0,1.28571428571,Fall,32300,Spirit Fowl ,Club,2011
1122,Open Div 1,1300.0,4.5,Fall,32305,WiPPs,Club,2011
1123,Open Div 2,1100.0,-10.1666666667,Fall,32301,Athenahealth,Club,2011
1124,Open Div 2,1100.0,6.5,Fall,32418,Falling Jackalopes,Club,2011
1125,Open Div 2,1100.0,-1.83333333333,Fall,32573,Salem State - Norse Force,Club,2011
1126,Open Div 2,1100.0,-7.4,Fall,32309,wentworth ultimate,Club,2011
1127,JP Mixed (4/3),0.0,2.28571428571,Fall,32320,Hucky Charms (1),Hat,2011
1128,JP Mixed (4/3),0.0,0.0,Fall,32321,Flap Jack Stack Attack (2),Hat,2011
1129,JP Mixed (4/3),0.0,-3.8,Fall,32322,The Brave Little Toasters (3),Hat,2011
1130,JP Mixed (4/3),0.0,-4.71428571429,Fall,32323,Morning Sausage (4),Hat,2011
1131,JP Mixed (4/3),0.0,1.66666666667,Fall,32324,Supernova (5),Hat,2011
1132,JP Mixed (4/3),0.0,0.571428571429,Fall,32325,fruit CUP! (6),Hat,2011
1133,JP Mixed (4/3),0.0,-3.33333333333,Fall,32326,French Toast Brigade (7),Hat,2011
1134,JP Mixed (4/3),0.0,6.0,Fall,32327,Banger in the Mouth (8),Hat,2011
1135,JP Mixed (4/3),0.0,-3.14285714286,Fall,32328,Discuits and Gravy (9),Hat,2011
1136,JP Mixed (4/3),0.0,4.83333333333,Fall,32329,Runny Legs (10),Hat,2011
1137,JP Mixed (4/3),0.0,-0.4,Fall,32330,Elevensies (11),Hat,2011
1138,JP Mixed (4/3),0.0,-1.4,Fall,32331,Green Eggs and Hammers (12),Hat,2011
1139,JP Mixed (4/3),0.0,2.28571428571,Fall,32332,Cocoa Hucks (13),Hat,2011
1140,JP Mixed (4/3),0.0,1.0,Fall,32333,Breakfast with Barbie (14),Hat,2011
1141,JP Mixed (4/3),0.0,-2.5,Fall,32334,Pop Tarts (15),Hat,2011
1142,JP Mixed (4/3),0.0,-0.857142857143,Fall,32335,Juevos Ranch Heros (16),Hat,2011
1143,JP Mixed (4/3),0.0,-4.6,Fall,32336,Stack Crackle Pop! (17),Hat,2011
1144,JP Mixed (4/3),0.0,2.0,Fall,32337,Blueberry Stuffin (18),Hat,2011
1145,JP Mixed (4/3),0.0,-4.75,Fall,32338,silly dan flicks are for kids (19),Hat,2011
1146,JP Mixed (4/3),0.0,4.14285714286,Fall,32339,baconBaconbacon (20),Hat,2011
1147,Lexington Coed (5/2) Weeknight,0.0,7.0,Fall,32340,Plum Putting (21),Hat,2011
1148,Lexington Coed (5/2) Weeknight,0.0,7.28571428571,Fall,32341,Double Stack (22),Hat,2011
1149,Lexington Coed (5/2) Weeknight,0.0,-7.0,Fall,32342,Frosted Fakes (23),Hat,2011
1150,Lexington Coed (5/2) Weeknight,0.0,-7.83333333333,Fall,32343,Hammer and Eggs (24),Hat,2011
1151,Lexington Coed (5/2) Weeknight,0.0,0.333333333333,Fall,32344,International House of Handblock (25),Hat,2011
1152,Lexington Coed (5/2) Weeknight,0.0,-1.2,Fall,32345,Bloody Hammers (26),Hat,2011
1153,Lexington Coed (5/2) Weeknight,0.0,-2.625,Summer,32201,Thunder Huck (17),Hat,2011
1154,Lexington Coed (5/2) Weeknight,0.0,0.285714285714,Summer,32203,Handlin' Man (18),Hat,2011
1155,Lexington Coed (5/2) Weeknight,0.0,5.75,Summer,32204,Sky Supply (19),Hat,2011
1156,Lexington Coed (5/2) Weeknight,0.0,0.25,Summer,32205,Grateful Red (20),Hat,2011
1157,Lexington Coed (5/2) Weeknight,0.0,-7.0,Summer,32206,Frisbird (21),Hat,2011
1158,Lexington Coed (5/2) Weeknight,0.0,2.5,Summer,32207,Handle in the Wind (22),Hat,2011
1159,Metro Mixed (4/3),0.0,-3.22222222222,Summer,32111,Rolling Zones (1),Hat,2011
1160,Metro Mixed (4/3),0.0,1.88888888889,Summer,32112,I Would Do Anything For Hucks (2),Hat,2011
1161,Metro Mixed (4/3),0.0,1.88888888889,Summer,32113,Blue Oyster Cut (3),Hat,2011
1162,Metro Mixed (4/3),0.0,-1.77777777778,Summer,32114,The Black Throwes (4),Hat,2011
1163,Metro Mixed (4/3),0.0,-1.44444444444,Summer,32115,Breakside of the Moon (5),Hat,2011
1164,Metro Mixed (4/3),0.0,-4.66666666667,Summer,32116,Bohemian Huck City (6),Hat,2011
1165,Metro Mixed (4/3),0.0,0.666666666667,Summer,32117,Fleetwood Stack (7),Hat,2011
1166,Metro Mixed (4/3),0.0,6.66666666667,Summer,32118,Graytful Dead (8),Hat,2011
1167,Metro Mixed (4/3),0.0,-0.625,Summer,32119,Red Zeppelin (9),Hat,2011
1168,Metro Mixed (4/3),0.0,1.5,Summer,32120,Another One Bids the Dust (10),Hat,2011
1169,Metro Mixed (4/3),0.0,-7.375,Summer,32121,Jethro Pull (11),Hat,2011
1170,Metro Mixed (4/3),0.0,-3.0,Summer,32122,Total Eclipse of the Mark (12),Hat,2011
1171,Metro Mixed (4/3),0.0,-1.25,Summer,32123,our stall goes to eleven (13),Hat,2011
1172,Metro Mixed (4/3),0.0,5.375,Summer,32124,Don't Force The Reaper (14),Hat,2011
1173,Metro Mixed (4/3),0.0,6.75,Summer,32125,Sweet Child 'O LIME (15),Hat,2011
1174,Metro Mixed (4/3),0.0,-1.375,Summer,32126,Stack in Black (16),Hat,2011
1175,4/3 Div 1,1800.0,-2.14285714286,Summer,31389,BBN,Club,2011
1176,4/3 Div 1,1800.0,1.86666666667,Summer,31346,Capture The Dream,Club,2011
1177,4/3 Div 1,1800.0,-2.5,Summer,31484,Elephantitus,Club,2011
1178,4/3 Div 1,1800.0,0.3125,Summer,31361,Flowchart,Club,2011
1179,4/3 Div 1,1800.0,0.333333333333,Summer,31392,Gothrilla,Club,2011
1180,4/3 Div 1,1800.0,2.25,Summer,31341,GrassBurner,Club,2011
1181,4/3 Div 1,1800.0,1.4,Summer,31354,Swingers,Club,2011
1182,4/3 Div 1,1800.0,-1.33333333333,Summer,31349,Wuwu,Club,2011
1183,4/3 Div 1,1800.0,4.0,Summer,31357,Zerg Rush!,Club,2011
1184,4/3 Div 2,1400.0,-0.307692307692,Summer,31423,A Lil Bit Sitcky,Club,2011
1185,4/3 Div 2,1400.0,-0.333333333333,Summer,31436,Crossfire,Club,2011
1186,4/3 Div 2,1400.0,7.28571428571,Summer,31367,Darkwing,Club,2011
1187,4/3 Div 2,1400.0,0.25,Summer,31432,Demons,Club,2011
1188,4/3 Div 2,1400.0,-0.35,Summer,31431,Fetch,Club,2011
1189,4/3 Div 2,1400.0,0.0,Summer,31337,Hustle and Flow,Club,2011
1190,4/3 Div 2,1400.0,1.875,Summer,31345,JHOP,Club,2011
1191,4/3 Div 2,1400.0,2.21052631579,Summer,31467,LARP Convention,Club,2011
1192,4/3 Div 2,1400.0,-1.71428571429,Summer,31335,Love Handles,Club,2011
1193,4/3 Div 2,1400.0,-0.157894736842,Summer,31386,LPFK,Club,2011
1194,4/3 Div 2,1400.0,0.5,Summer,31338,puddingstone,Club,2011
1195,4/3 Div 2,1400.0,-1.85714285714,Summer,31470,Rebel Alliance,Club,2011
1196,4/3 Div 2,1400.0,-1.77777777778,Summer,31348,Skoosh,Club,2011
1197,4/3 Div 2,1400.0,1.47619047619,Summer,31391,Store Bought Dirt,Club,2011
1198,4/3 Div 2,1400.0,-2.46153846154,Summer,31368,Tubbs,Club,2011
1199,4/3 Div 2,1400.0,1.91666666667,Summer,31351,Turtle Boy,Club,2011
1200,4/3 Div 2,1400.0,1.0,Summer,31388,Upstream,Club,2011
1201,4/3 Div 3,1000.0,-4.5,Summer,31365,123 Frisbee,Club,2011
1202,4/3 Div 3,1000.0,-1.0,Summer,31333,Aunt Jomamas Jomamacare,Club,2011
1203,4/3 Div 3,1000.0,0.692307692308,Summer,31364,Baboon Heart,Club,2011
1204,4/3 Div 3,1000.0,-0.588235294118,Summer,31433,Double Run,Club,2011
1205,4/3 Div 3,1000.0,0.222222222222,Summer,31477,Hipster Kitties,Club,2011
1206,4/3 Div 3,1000.0,-4.0,Summer,31358,Huck Buddies,Club,2011
1207,4/3 Div 3,1000.0,-9.9,Summer,31397,It's a Trap,Club,2011
1208,4/3 Div 3,1000.0,-4.6,Summer,31428,Stack to the Future,Club,2011
1209,4/3 Div 3,1000.0,-2.66666666667,Summer,31479,The Americans,Club,2011
1210,4/3 Div 3,1000.0,4.35,Summer,31353,Toads,Club,2011
1211,4/3 Div 3,1000.0,0.0714285714286,Summer,31398,Top Shelf,Club,2011
1212,5/2 Div 1,1700.0,5.54545454545,Summer,31425,Boom Strike,Club,2011
1213,5/2 Div 1,1700.0,4.375,Summer,31378,Fresh2Death,Club,2011
1214,5/2 Div 1,1700.0,0.875,Summer,31435,Princess Train,Club,2011
1215,5/2 Div 1,1700.0,2.72727272727,Summer,31427,Stonecutters,Club,2011
1216,5/2 Div 1,1700.0,1.7,Summer,31344,Teenage Cavemen,Club,2011
1217,5/2 Div 1,1700.0,4.75,Summer,31466,Wey-Hi,Club,2011
1218,5/2 Div 2,1300.0,2.92857142857,Summer,31474,Bacon,Club,2011
1219,5/2 Div 2,1300.0,-3.54545454545,Summer,31472,Chowbox,Club,2011
1220,5/2 Div 2,1300.0,-3.14285714286,Summer,31469,Eat Club,Club,2011
1221,5/2 Div 2,1300.0,4.57142857143,Summer,31336,HAOS Theory,Club,2011
1222,5/2 Div 2,1300.0,0.181818181818,Summer,31342,Hucky McThrowandcatch,Club,2011
1223,5/2 Div 2,1300.0,0.0,Summer,31347,Maverick,Club,2011
1224,5/2 Div 2,1300.0,-1.63636363636,Summer,31468,Ultimate Showdown,Club,2011
1225,5/2 Div 2,1300.0,2.14285714286,Summer,31385,WHUF (Woods Hole Ultimate Frisbee),Club,2011
1226,5/2 Div 3,900.0,-4.4,Summer,31481,Dragons,Club,2011
1227,5/2 Div 3,900.0,2.73333333333,Summer,31350,Flying Salsa,Club,2011
1228,5/2 Div 3,900.0,0.357142857143,Summer,31381,Get Flat Ultimate,Club,2011
1229,5/2 Div 3,900.0,1.46666666667,Summer,31390,Granite State Grass Stains,Club,2011
1230,5/2 Div 3,900.0,-2.6,Summer,31441,Green Flash,Club,2011
1231,5/2 Div 3,900.0,-2.33333333333,Summer,31437,Hungry Hippos,Club,2011
1232,5/2 Div 3,900.0,-4.30769230769,Summer,31440,JP House of Frisbee (JPHOF),Club,2011
1233,5/2 Div 3,900.0,6.8,Summer,31434,JuJuHex,Club,2011
1234,5/2 Div 3,900.0,5.33333333333,Summer,31480,Killer Bees,Club,2011
1235,5/2 Div 3,900.0,-1.28571428571,Summer,31418,M.O.B.,Club,2011
1236,5/2 Div 3,900.0,-7.09090909091,Summer,31356,Porkbellies,Club,2011
1237,5/2 Div 3,900.0,4.7,Summer,31430,Rabbit Disk,Club,2011
1238,5/2 Div 3,900.0,0.272727272727,Summer,31396,Shark Lightning,Club,2011
1239,5/2 Div 3,900.0,2.82352941176,Summer,31006,Spam,Club,2011
1240,5/2 Div 3,900.0,-5.0,Summer,31334,Spawning Alewives,Club,2011
1241,5/2 Div 3,900.0,-3.4,Summer,31363,The Coasters,Club,2011
1242,5/2 Div 3,900.0,-1.65,Summer,31369,THEM,Club,2011
1243,5/2 Div 3,900.0,0.764705882353,Summer,31359,WolfGang,Club,2011
1244,5/2 Div 4,800.0,-4.53333333333,Summer,31362,Deadliest Catch,Club,2011
1245,5/2 Div 4,800.0,-5.375,Summer,31360,Natick Ultimate,Club,2011
1246,Open Div 1,1400.0,7.8125,Summer,31475,Black and Blue,Club,2011
1247,Open Div 1,1400.0,2.8,Summer,31352,Crossroads,Club,2011
1248,Open Div 1,1400.0,0.777777777778,Summer,31355,Drunken Clams,Club,2011
1249,Open Div 1,1400.0,0.636363636364,Summer,31471,Fat Bass,Club,2011
1250,Open Div 1,1400.0,3.73684210526,Summer,31429,Flying Jackalopes,Club,2011
1251,Open Div 1,1400.0,1.88888888889,Summer,31476,HAMMERED!,Club,2011
1252,Open Div 1,1400.0,-2.2,Summer,31439,Savage Strike,Club,2011
1253,Open Div 1,1400.0,1.78571428571,Summer,31424,Scoober Steve,Club,2011
1254,Open Div 1,1400.0,1.71428571429,Summer,31339,Stall 9,Club,2011
1255,Open Div 1,1400.0,2.625,Summer,31473,The Jesters of Tortuga,Club,2011
1256,Open Div 1,1400.0,-5.18181818182,Summer,31438,Toon  Squad,Club,2011
1257,Open Div 1,1400.0,-1.25,Summer,31488,Tron,Club,2011
1258,Open Div 1,1400.0,-0.866666666667,Summer,31204,WiPPs Boston,Club,2011
1259,Open Div 2,1200.0,0.571428571429,Summer,31485,1412 Beacon,Club,2011
1260,Open Div 2,1200.0,-4.69230769231,Summer,31400,DISCtinguished Gentlemen,Club,2011
1261,Open Div 2,1200.0,-3.71428571429,Summer,32108,FU,Club,2011
1262,Open Div 2,1200.0,-4.46153846154,Summer,31486,Hucking Fooligans,Club,2011
1263,Open Div 2,1200.0,-1.75,Summer,31483,Jiggy,Club,2011
1264,Open Div 2,1200.0,8.0,Summer,31482,Nipmuc Alumni,Club,2011
1265,Open Div 2,1200.0,-0.916666666667,Summer,31331,South Coast WiPPs   ScL11,Club,2011
1266,Open Div 2,1200.0,-4.4,Summer,31426,The Funky Bunch,Club,2011
1267,Open Div 2,1200.0,-3.23076923077,Summer,31379,Walpole RUCKUS,Club,2011
1268,JP Coed,0.0,-0.857142857143,Spring,31065,Powdered Toast Man (39),Hat,2011
1269,JP Coed,0.0,-0.857142857143,Spring,31066,Superman Fortyhands (40),Hat,2011
1270,JP Coed,0.0,-0.142857142857,Spring,31067,Pullverine (41),Hat,2011
1271,JP Coed,0.0,1.85714285714,Spring,31068,Darkwing Huck (42),Hat,2011
1272,JP Mixed (4/3),0.0,0.714285714286,Spring,31190,Scooberman (1),Hat,2011
1273,JP Mixed (4/3),0.0,-3.85714285714,Spring,31039,Dr Manhattan's Blue Ballerz (2),Hat,2011
1274,JP Mixed (4/3),0.0,2.71428571429,Spring,31191,Doctor Horrible Decision (3),Hat,2011
1275,JP Mixed (4/3),0.0,-0.666666666667,Spring,31040,RadioStacktive Man (4),Hat,2011
1276,JP Mixed (4/3),0.0,3.57142857143,Spring,31197,Skynet (5),Hat,2011
1277,JP Mixed (4/3),0.0,-5.42857142857,Spring,31041,The Mark Knight (6),Hat,2011
1278,JP Mixed (4/3),0.0,3.42857142857,Spring,31194,Fantastic Forehand (7),Hat,2011
1279,JP Mixed (4/3),0.0,-1.71428571429,Spring,31042,Purple Poacher Eaters (8),Hat,2011
1280,JP Mixed (4/3),0.0,4.71428571429,Spring,31196,Thor's Hammer (9),Hat,2011
1281,JP Mixed (4/3),0.0,1.42857142857,Spring,31043,To The Hatmobile! (10),Hat,2011
1282,JP Mixed (4/3),0.0,1.16666666667,Spring,31195,Blade (11),Hat,2011
1283,JP Mixed (4/3),0.0,-6.0,Spring,31044,Huck Norris (12),Hat,2011
1284,JP Mixed (4/3),0.0,-2.28571428571,Spring,31201,Drivin' Miss Daisy (13),Hat,2011
1285,JP Mixed (4/3),0.0,-0.857142857143,Spring,31045,Underdog (14),Hat,2011
1286,JP Mixed (4/3),0.0,4.33333333333,Spring,31200,The Incredible Huck (15),Hat,2011
1287,JP Mixed (4/3),0.0,-3.28571428571,Spring,31046,Holy Handblock Batman! (16),Hat,2011
1288,JP Mixed (4/3),0.0,-1.14285714286,Spring,31198,Tiger Blood (17),Hat,2011
1289,JP Mixed (4/3),0.0,2.28571428571,Spring,31047,Cuptonite (18),Hat,2011
1290,JP Mixed (4/3),0.0,-4.57142857143,Spring,31203,Evil League of Evil (19),Hat,2011
1291,JP Mixed (4/3),0.0,-1.83333333333,Spring,31048,Ambiguously Gray Duos (20),Hat,2011
1292,JP Mixed (4/3),0.0,-5.28571428571,Spring,31202,Captain Hammer! (21),Hat,2011
1293,JP Mixed (4/3),0.0,4.5,Spring,31049,Aqua Team Huck 'N Force (22),Hat,2011
1294,JP Mixed (4/3),0.0,6.5,Spring,31199,The Avengers (23),Hat,2011
1295,JP Mixed (4/3),0.0,3.57142857143,Spring,31050,Xena Warrior Princess (24),Hat,2011
1296,Lexington Coed (5/2) Weeknight,0.0,-4.2,Spring,31051,League of Extraordinary Handlers (25),Hat,2011
1297,Lexington Coed (5/2) Weeknight,0.0,-5.0,Spring,31052,Hellboy The Golden Army (26),Hat,2011
1298,Lexington Coed (5/2) Weeknight,0.0,4.66666666667,Spring,31053,D'Ninjas (27),Hat,2011
1299,Lexington Coed (5/2) Weeknight,0.0,-0.6,Spring,31054,Superflick (28),Hat,2011
1300,Lexington Coed (5/2) Weeknight,0.0,-4.5,Spring,31055,The Biddler (29),Hat,2011
1301,Lexington Coed (5/2) Weeknight,0.0,4.0,Spring,31056,Just Disc League (30),Hat,2011
1302,Lexington Coed (5/2) Weeknight,0.0,3.6,Spring,31057,GI Throw (31),Hat,2011
1303,Lexington Coed (5/2) Weeknight,0.0,8.0,Spring,31058,Phantasmagoric Phearless Phlckrs (32),Hat,2011
1304,Lexington Coed (5/2) Weeknight,0.0,1.0,Spring,31059,Incredible Huck (33),Hat,2011
1305,Lexington Coed (5/2) Weeknight,0.0,0.6,Spring,31060,Baby Blue Avengers (34),Hat,2011
1306,Lexington Coed (5/2) Weeknight,0.0,-1.8,Spring,31061,Sandman (35),Hat,2011
1307,Lexington Coed (5/2) Weeknight,0.0,4.75,Spring,31062,Huckwing Duck (36),Hat,2011
1308,Lexington Coed (5/2) Weeknight,0.0,-8.6,Spring,31063,Aqua Teen Hucking Force (37),Hat,2011
1309,Lexington Coed (5/2) Weeknight,0.0,5.0,Spring,31064,Fantastic Force (38),Hat,2011
1310,Milford Open,0.0,6.83333333333,Winter,30943,All Your Breaks Are Belong to Us (11),Hat,2011
1311,Milford Open,0.0,-10.4285714286,Winter,30944,Duckroll (12),Hat,2011
1312,Milford Open,0.0,3.25,Winter,30945,FlickRoll'd (13),Hat,2011
1313,Milford Open,0.0,6.375,Winter,30946,Slowly Getting Faster (14),Hat,2011
1314,Milford Open,0.0,3.33333333333,Winter,30947,POWERTHIRST (15),Hat,2011
1315,Milford Open,0.0,-2.14285714286,Winter,30948,Huck My Life (16),Hat,2011
1316,Milford Open,0.0,-3.28571428571,Winter,30949,Charlie Bid Me (17),Hat,2011
1317,Milford Open,0.0,-3.85714285714,Winter,30950,Icanhaszonedefense (18),Hat,2011
1318,Revere Open,0.0,-4.83333333333,Winter,30933,I can haz hammerz (1),Hat,2011
